,Unnamed: 0,Name,EX,EW,Subtotal (EX+EW),CR(PE),CR(PEW),Subtotal (EX+EW+ CR(PE)+CR(PEW)),CR,EN,VU,Subtotal (threatened spp.),LR/cd,NT or LR/nt,LC or LR/lc,DD,Total,species,CODE
248,62,Hungary,0,0,0,0,0,0,7,15,41,63,0,54,693,47,857,animal,HUN
249,62,Hungary,0,0,0,0,0,0,13,14,18,45,0,5,396,30,476,plant,HUN
250,185,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,DJI
251,62,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,HUN
252,63,Iceland,1,0,1,0,0,1,5,8,20,33,0,19,353,27,433,animal,ISL
253,63,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,145,2,147,plant,ISL
254,15,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,DMA
255,63,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ISL
256,64,Ireland,1,0,1,0,0,1,9,11,37,57,0,37,768,65,928,animal,IRL
257,64,Ireland,0,0,0,0,0,0,2,2,4,8,0,10,311,3,332,plant,IRL
258,16,Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,DOM
259,64,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,IRL
260,65,Isle of Man,0,0,0,0,0,0,1,2,4,7,0,3,79,6,95,animal,IMN
261,65,Isle of Man,0,0,0,0,0,0,0,1,0,1,0,0,71,0,72,plant,IMN
262,144,Ecuador,0,0,0,0,0,0,0,0,1,1,0,0,4,0,5,fungus,ECU
263,65,Isle of Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,IMN
264,66,Italy,3,0,3,7,0,10,48,97,181,326,0,199,"1,619",263,"2,410",animal,ITA
265,66,Italy,0,0,0,1,0,1,41,42,38,121,0,55,810,68,"1,054",plant,ITA
266,99,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,EGY
267,66,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ITA
268,67,Jersey,0,0,0,0,0,0,1,1,12,14,0,2,204,12,232,animal,JEY
269,67,Jersey,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70,plant,JEY
270,92,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,SLV
271,67,Jersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,JEY
272,68,Latvia,0,0,0,0,0,0,2,4,25,31,0,39,556,16,642,animal,LVA
273,68,Latvia,0,0,0,0,0,0,1,0,0,1,0,2,237,6,246,plant,LVA
274,186,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,GNQ
275,68,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,LVA
276,69,Liechtenstein,0,0,0,0,0,0,0,1,7,8,0,24,396,7,435,animal,LIE
277,69,Liechtenstein,0,0,0,0,0,0,0,1,0,1,0,1,205,10,217,plant,LIE
278,187,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,ERI
279,69,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,LIE
280,70,Lithuania,0,0,0,0,0,0,2,3,21,26,0,34,541,15,616,animal,LTU
281,70,Lithuania,0,0,0,0,0,0,0,1,1,2,0,2,239,8,251,plant,LTU
282,52,Estonia,0,0,0,0,0,0,0,1,24,25,0,17,36,1,79,fungus,EST
283,70,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,LTU
284,71,Luxembourg,0,0,0,0,0,0,2,3,7,12,0,22,451,12,497,animal,LUX
285,71,Luxembourg,0,1,1,0,0,1,0,1,2,3,0,2,229,9,244,plant,LUX
286,188,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SWZ
287,71,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,LUX
288,72,Malta,0,0,0,0,0,0,8,9,31,48,0,27,563,42,680,animal,MLT
289,72,Malta,0,0,0,0,0,0,2,1,1,4,0,3,168,8,183,plant,MLT
290,189,Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,ETH
291,72,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MLT
292,73,Monaco,0,0,0,0,0,0,6,7,23,36,0,13,382,26,457,animal,MCO
293,73,Monaco,0,0,0,0,0,0,0,1,1,2,0,0,39,1,42,plant,MCO
294,73,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MCO
295,145,Falkland Islands (Malvinas),0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,fungus,FLK
296,74,Montenegro,1,0,1,1,0,2,17,31,59,107,0,87,978,82,"1,255",animal,MNE
297,74,Montenegro,0,0,0,0,0,0,1,2,3,6,0,10,371,17,404,plant,MNE
298,53,Faroe Islands,0,0,0,0,0,0,0,0,4,4,0,0,5,0,9,fungus,FRO
299,74,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MNE
300,75,Netherlands,1,0,1,0,0,1,8,5,33,46,0,49,752,37,885,animal,NLD
301,75,Netherlands,0,0,0,0,0,0,0,1,2,3,0,2,342,10,357,plant,NLD
302,116,Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,FJI
303,75,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NLD
304,76,North Macedonia,2,0,2,2,0,4,19,35,67,121,0,60,725,49,957,animal,MKD
305,76,North Macedonia,0,0,0,0,0,0,0,2,4,6,0,6,375,31,418,plant,MKD
306,54,Finland,0,0,0,0,0,0,0,2,27,29,0,14,38,1,82,fungus,FIN
307,76,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MKD
308,77,Norway,0,0,0,0,0,0,7,11,40,58,0,46,661,30,795,animal,NOR
309,77,Norway,0,0,0,0,0,0,1,8,11,20,0,6,371,10,407,plant,NOR
310,55,France,0,0,0,0,0,0,1,9,44,54,0,22,42,1,119,fungus,FRA
311,77,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NOR
312,78,Poland,1,0,1,0,0,1,3,13,36,52,0,59,756,34,902,animal,POL
313,78,Poland,0,0,0,0,0,0,1,4,11,16,0,10,418,16,460,plant,POL
314,146,French Guiana,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,fungus,GUF
315,78,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,POL
316,79,Portugal,6,0,6,17,0,23,107,94,133,334,0,123,"1,698",290,"2,451",animal,PRT
317,79,Portugal,3,0,3,0,0,3,33,54,57,144,0,59,576,44,826,plant,PRT
318,117,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,PYF
319,79,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PRT
320,80,Romania,2,0,2,2,0,4,19,28,76,123,0,74,930,74,"1,203",animal,ROU
321,80,Romania,0,0,0,0,0,0,1,8,5,14,0,10,453,44,521,plant,ROU
322,2,French Southern Territories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,ATF
323,80,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ROU
324,81,San Marino,0,0,0,0,0,0,1,0,2,3,0,5,61,4,73,animal,SMR
325,81,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,plant,SMR
326,81,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SMR
327,190,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,GAB
328,82,Serbia,0,0,0,1,0,1,10,12,50,72,0,65,824,29,990,animal,SRB
329,82,Serbia,0,0,0,0,0,0,0,6,3,9,0,10,416,37,472,plant,SRB
330,191,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,GMB
331,82,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SRB
332,83,Slovakia,0,0,0,0,0,0,6,12,36,54,0,60,723,44,881,animal,SVK
333,83,Slovakia,0,0,0,0,0,0,9,13,10,32,0,7,330,32,401,plant,SVK
334,229,Georgia,0,0,0,0,0,0,0,0,4,4,0,1,9,0,14,fungus,GEO
335,83,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SVK
336,84,Slovenia,0,0,0,0,0,0,12,27,107,146,0,56,"1,081",85,"1,368",animal,SVN
337,84,Slovenia,0,0,0,0,0,0,1,5,7,13,0,10,449,25,497,plant,SVN
338,56,Germany,0,0,0,0,0,0,1,7,39,47,0,23,41,2,113,fungus,DEU
339,84,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SVN
340,85,Spain,2,0,2,12,0,14,77,142,230,449,0,275,"2,175",495,"3,396",animal,ESP
341,85,Spain,1,1,2,1,0,3,81,110,90,281,2,85,851,47,"1,268",plant,ESP
342,192,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,GHA
343,85,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ESP
344,86,Svalbard and Jan Mayen,0,0,0,0,0,0,0,1,10,11,0,7,74,4,96,animal,SJM
345,86,Svalbard and Jan Mayen,0,0,0,0,0,0,0,1,0,1,0,0,42,0,43,plant,SJM
346,57,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,GIB
347,86,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SJM
348,87,Sweden,0,0,0,0,0,0,5,7,36,48,0,50,681,32,811,animal,SWE
349,87,Sweden,0,0,0,0,0,0,0,4,6,10,0,9,404,14,437,plant,SWE
350,58,Greece,0,0,0,0,0,0,0,3,4,7,0,2,12,0,21,fungus,GRC
351,87,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SWE
352,88,Switzerland,6,0,6,0,0,6,4,15,53,72,0,68,782,58,986,animal,CHE
353,88,Switzerland,0,0,0,0,0,0,3,7,10,20,0,10,460,21,511,plant,CHE
354,59,Greenland,0,0,0,0,0,0,0,0,2,2,0,1,1,0,4,fungus,GRL
355,88,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CHE
356,89,United Kingdom,2,0,2,0,0,2,12,21,58,91,0,60,986,72,"1,211",animal,GBR
357,89,United Kingdom,0,1,1,0,0,1,21,16,16,53,0,13,420,17,504,plant,GBR
358,17,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,GRD
359,89,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GBR
360,90,Belize,1,0,1,0,0,1,11,28,58,97,0,59,"2,074",94,"2,325",animal,BLZ
361,90,Belize,0,0,0,0,0,0,3,28,27,58,0,11,832,4,905,plant,BLZ
362,90,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BLZ
363,18,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,GLP
364,91,Costa Rica,4,0,4,7,0,11,35,82,154,271,0,107,"3,392",235,"4,009",animal,CRI
365,91,Costa Rica,0,0,0,0,0,0,14,67,100,181,2,63,"1,767",22,"2,035",plant,CRI
366,118,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,GUM
367,91,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CRI
368,92,El Salvador,0,0,0,0,0,0,8,24,52,84,0,49,"1,615",84,"1,832",animal,SLV
369,92,El Salvador,0,0,0,0,0,0,3,14,27,44,0,8,674,10,736,plant,SLV
370,93,Guatemala,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,fungus,GTM
371,92,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SLV
372,93,Guatemala,3,0,3,5,0,8,47,88,122,257,0,83,"2,810",167,"3,320",animal,GTM
373,93,Guatemala,0,0,0,0,0,0,17,70,81,168,2,30,"1,205",19,"1,424",plant,GTM
374,60,Guernsey,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,GGY
375,93,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GTM
376,94,Honduras,4,0,4,10,0,14,62,76,107,245,0,88,"3,030",160,"3,527",animal,HND
377,94,Honduras,0,1,1,0,0,1,43,59,41,143,1,24,"1,173",6,"1,348",plant,HND
378,193,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,GIN
379,94,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,HND
380,95,Mexico,21,9,30,35,3,68,202,343,362,907,1,217,"4,930",585,"6,670",animal,MEX
381,95,Mexico,2,3,5,5,3,13,162,460,358,980,5,115,"2,370",143,"3,618",plant,MEX
382,194,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,GNB
383,95,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MEX
384,96,Nicaragua,1,0,1,0,0,1,26,31,95,152,0,82,"2,948",162,"3,345",animal,NIC
385,96,Nicaragua,0,0,0,0,0,0,4,23,29,56,1,30,"1,280",6,"1,373",plant,NIC
386,96,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NIC
387,147,Guyana,0,0,0,0,0,0,0,0,1,1,0,0,2,8,11,fungus,GUY
388,97,Panama,2,0,2,8,1,11,56,82,131,269,0,118,"3,534",296,"4,219",animal,PAN
389,97,Panama,0,0,0,0,1,1,21,82,107,210,2,63,"1,806",65,"2,146",plant,PAN
390,19,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,HTI
391,97,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PAN
392,98,Algeria,2,1,3,0,0,3,18,40,77,135,0,56,928,142,"1,264",animal,DZA
393,98,Algeria,0,0,0,0,0,0,6,9,15,30,0,33,442,15,520,plant,DZA
394,3,Heard Island and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,HMD
395,98,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,DZA
396,99,Egypt,1,1,2,0,0,2,15,36,129,180,2,134,"1,759",184,"2,261",animal,EGY
397,99,Egypt,0,0,0,0,0,0,2,5,1,8,0,2,323,5,338,plant,EGY
398,61,Holy See (Vatican City State),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,VAT
399,99,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,EGY
400,100,Libya,0,1,1,0,0,1,11,18,45,74,0,29,689,69,862,animal,LBY
401,100,Libya,0,0,0,0,0,0,1,2,6,9,0,7,220,3,239,plant,LBY
402,94,Honduras,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,fungus,HND
403,100,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,LBY
404,101,Morocco,2,0,2,0,0,2,30,63,95,188,0,79,"1,458",176,"1,903",animal,MAR
405,101,Morocco,0,0,0,0,0,0,4,26,27,57,0,44,474,18,593,plant,MAR
406,35,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,HKG
407,101,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MAR
408,102,Tunisia,11,0,11,1,0,12,16,26,61,103,0,47,856,102,"1,119",animal,TUN
409,102,Tunisia,0,0,0,0,0,0,3,3,6,12,0,24,306,9,351,plant,TUN
410,62,Hungary,0,0,0,0,0,0,0,3,15,18,0,8,20,1,47,fungus,HUN
411,102,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TUN
412,103,Western Sahara,0,1,1,0,0,1,7,22,36,65,0,36,930,102,"1,134",animal,ESH
413,103,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,plant,ESH
414,103,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ESH
415,63,Iceland,0,0,0,0,0,0,0,0,6,6,0,3,19,0,28,fungus,ISL
416,104,Canada,9,0,9,3,0,12,18,32,84,134,0,64,"1,902",87,"2,196",animal,CAN
417,104,Canada,1,0,1,0,0,1,6,6,9,21,0,17,992,13,"1,044",plant,CAN
418,159,India,0,0,0,0,0,0,0,1,2,3,0,2,12,0,17,fungus,IND
419,104,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CAN
420,105,Saint Pierre and Miquelon,0,0,0,0,0,0,2,4,16,22,0,16,403,17,458,animal,SPM
421,105,Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,plant,SPM
422,105,Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SPM
423,160,Indonesia,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,fungus,IDN
424,106,United States,237,4,241,29,0,270,224,298,566,"1,088",5,336,"5,719",609,"7,998",animal,USA
425,106,United States,34,5,39,14,12,65,306,197,127,630,0,74,"1,935",36,"2,714",plant,USA
426,230,"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,IRN
427,106,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,USA
428,107,Belarus,0,0,0,0,0,0,3,2,21,26,0,38,482,8,554,animal,BLR
429,107,Belarus,0,0,0,0,0,0,1,1,0,2,0,2,243,13,260,plant,BLR
430,231,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,IRQ
431,107,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BLR
561,140,Bolivia,1,3,4,0,1,5,15,86,127,228,1,46,"1,968",67,"2,314",plant,BOL
563,140,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BOL
434,64,Ireland,0,0,0,0,0,0,0,2,17,19,0,3,29,0,51,fungus,IRL
247,158,Disputed Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,None
436,109,Russian Federation,3,1,4,2,0,6,28,49,111,188,0,118,"1,735",233,"2,278",animal,RUS
437,109,Russian Federation,0,0,0,0,0,0,8,30,28,66,0,22,677,57,822,plant,RUS
438,65,Isle of Man,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,fungus,IMN
439,109,Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,RUS
440,110,Ukraine,2,0,2,1,0,3,12,26,56,94,0,66,889,78,"1,129",animal,UKR
441,110,Ukraine,1,0,1,0,0,1,3,14,12,29,0,8,433,51,522,plant,UKR
442,232,Israel,0,0,0,0,0,0,0,0,1,1,0,1,4,0,6,fungus,ISR
443,110,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,UKR
444,111,American Samoa,1,0,1,0,0,1,3,20,77,100,3,82,"1,248",57,"1,491",animal,ASM
445,111,American Samoa,0,0,0,0,0,0,0,1,1,2,0,4,74,0,80,plant,ASM
446,111,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ASM
447,66,Italy,0,0,0,0,0,0,1,8,35,44,0,19,41,0,104,fungus,ITA
448,112,Australia,42,0,42,7,0,49,138,255,613,"1,006",3,442,"5,868",661,"8,022",animal,AUS
449,112,Australia,3,0,3,2,0,5,92,266,382,740,3,245,"2,512",76,"3,579",plant,AUS
450,20,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,JAM
451,112,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,AUS
452,113,Christmas Island,4,2,6,1,0,7,3,16,30,49,0,29,939,31,"1,054",animal,CXR
453,113,Christmas Island,0,0,0,0,0,0,0,0,2,2,0,0,43,0,45,plant,CXR
454,113,Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CXR
455,36,Japan,0,0,0,0,0,0,0,4,8,12,0,9,25,2,48,fungus,JPN
456,114,Cocos (Keeling) Islands,0,0,0,0,0,0,1,13,33,47,0,26,842,31,946,animal,CCK
457,114,Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,plant,CCK
458,114,Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CCK
459,67,Jersey,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,fungus,JEY
460,115,Cook Islands,15,0,15,0,0,15,1,15,53,69,1,52,"1,011",50,"1,198",animal,COK
461,115,Cook Islands,1,0,1,0,0,1,8,2,2,12,0,0,49,3,65,plant,COK
462,115,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,COK
463,233,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,JOR
464,116,Fiji,1,0,1,5,0,6,28,52,166,246,3,163,"1,809",132,"2,354",animal,FJI
465,116,Fiji,1,0,1,0,1,2,30,24,36,90,0,17,236,21,365,plant,FJI
466,116,Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,FJI
467,234,Kazakhstan,0,0,0,0,0,0,0,0,1,1,0,3,4,1,9,fungus,KAZ
468,117,French Polynesia,60,11,71,2,0,73,46,26,67,139,2,62,"1,290",107,"1,671",animal,PYF
469,117,French Polynesia,2,1,3,0,0,3,29,5,18,52,0,16,119,35,225,plant,PYF
470,117,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PYF
471,195,Kenya,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,KEN
472,118,Guam,5,1,6,0,0,6,8,26,72,106,2,91,"1,220",105,"1,530",animal,GUM
473,118,Guam,0,0,0,0,0,0,1,2,2,5,0,1,45,1,52,plant,GUM
474,118,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GUM
475,119,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,KIR
476,119,Kiribati,1,0,1,0,0,1,0,17,96,113,3,117,"1,277",63,"1,574",animal,KIR
477,119,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,plant,KIR
478,119,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,KIR
479,37,"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,1,1,2,0,0,13,0,15,fungus,PRK
480,120,Marshall Islands,0,0,0,0,0,0,1,14,94,109,3,118,"1,325",63,"1,618",animal,MHL
481,120,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,1,33,0,34,plant,MHL
482,120,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MHL
483,38,"Korea, Republic of",0,0,0,0,0,0,0,1,2,3,0,4,17,0,24,fungus,KOR
484,121,"Micronesia, Federated States of",2,0,2,1,0,3,6,29,139,174,3,148,"1,641",126,"2,094",animal,FSM
485,121,"Micronesia, Federated States of",0,0,0,0,0,0,1,3,3,7,0,4,113,2,126,plant,FSM
486,121,"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,FSM
487,235,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,KWT
488,122,Nauru,0,0,0,0,0,0,1,10,79,90,0,110,"1,032",39,"1,271",animal,NRU
489,122,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,plant,NRU
490,122,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NRU
491,236,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,KGZ
492,123,New Caledonia,5,0,5,3,0,8,41,56,159,256,3,163,"2,187",182,"2,796",animal,NCL
493,123,New Caledonia,4,0,4,9,0,13,134,235,223,592,5,143,491,40,"1,275",plant,NCL
494,161,Lao People's Democratic Republic,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,fungus,LAO
495,123,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NCL
496,124,New Zealand,23,0,23,7,0,30,45,77,109,231,0,66,"1,066",210,"1,596",animal,NZL
497,124,New Zealand,6,0,6,0,0,6,4,5,12,21,2,19,124,2,174,plant,NZL
498,68,Latvia,0,0,0,0,0,0,0,0,9,9,0,3,11,0,23,fungus,LVA
499,124,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NZL
500,125,Niue,0,0,0,0,0,0,1,13,44,58,0,54,885,34,"1,031",animal,NIU
501,125,Niue,0,0,0,0,0,0,0,1,0,1,0,0,41,0,42,plant,NIU
502,125,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NIU
503,237,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,LBN
504,126,Norfolk Island,8,0,8,0,0,8,2,11,36,49,0,28,637,27,749,animal,NFK
