,Unnamed: 0,Name,EX,EW,Subtotal (EX+EW),CR(PE),CR(PEW),Subtotal (EX+EW+ CR(PE)+CR(PEW)),CR,EN,VU,Subtotal (threatened spp.),LR/cd,NT or LR/nt,LC or LR/lc,DD,Total,species,CODE
505,126,Norfolk Island,1,0,1,0,0,1,1,0,1,2,0,0,16,0,19,plant,NFK
506,126,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NFK
507,196,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,LSO
508,127,Northern Mariana Islands,2,0,2,0,0,2,9,24,72,105,3,91,"1,293",70,"1,564",animal,MNP
509,127,Northern Mariana Islands,0,0,0,0,0,0,2,2,2,6,0,1,56,0,63,plant,MNP
510,127,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MNP
511,197,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,LBR
512,128,Palau,1,0,1,13,0,14,28,35,128,191,4,146,"1,884",107,"2,333",animal,PLW
513,128,Palau,0,0,0,0,0,0,0,2,3,5,0,3,96,2,106,plant,PLW
514,128,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PLW
515,100,Libya,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,LBY
516,129,Papua New Guinea,1,0,1,2,0,3,49,87,301,437,3,284,"4,051",525,"5,301",animal,PNG
517,129,Papua New Guinea,0,0,0,22,1,23,103,180,211,494,0,99,"1,417",321,"2,331",plant,PNG
518,69,Liechtenstein,0,0,0,0,0,0,0,0,4,4,0,0,1,0,5,fungus,LIE
519,129,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PNG
520,130,Pitcairn,0,0,0,0,0,0,1,8,28,37,1,25,523,27,613,animal,PCN
521,130,Pitcairn,0,1,1,0,0,1,2,2,5,9,0,0,23,0,33,plant,PCN
522,130,Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PCN
523,70,Lithuania,0,0,0,0,0,0,0,2,11,13,0,6,12,0,31,fungus,LTU
524,131,Samoa,2,0,2,0,0,2,5,20,75,100,3,85,"1,344",78,"1,612",animal,WSM
525,131,Samoa,0,0,0,1,0,1,3,2,2,7,0,4,101,0,112,plant,WSM
526,131,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,WSM
527,71,Luxembourg,0,0,0,0,0,0,0,0,2,2,0,1,29,0,32,fungus,LUX
528,132,Solomon Islands,2,0,2,3,0,5,15,39,189,243,3,201,"2,210",145,"2,804",animal,SLB
529,132,Solomon Islands,0,0,0,0,0,0,0,6,20,26,0,19,329,21,395,plant,SLB
530,132,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SLB
531,39,Macao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MAC
532,133,Tokelau,0,0,0,0,0,0,1,11,46,58,2,58,899,34,"1,051",animal,TKL
533,133,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,plant,TKL
534,133,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TKL
535,198,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MDG
536,134,Tonga,2,0,2,2,0,4,5,20,68,93,3,70,"1,418",59,"1,645",animal,TON
537,134,Tonga,0,0,0,0,0,0,1,2,4,7,0,1,103,1,112,plant,TON
538,134,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TON
539,199,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MWI
540,135,Tuvalu,0,0,0,0,0,0,1,14,87,102,3,113,"1,094",46,"1,358",animal,TUV
541,135,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,plant,TUV
542,135,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TUV
543,162,Malaysia,0,0,0,0,0,0,0,2,2,4,0,0,1,1,6,fungus,MYS
544,136,United States Minor Outlying Islands,1,0,1,0,0,1,4,9,63,76,1,75,"1,256",53,"1,462",animal,UMI
545,136,United States Minor Outlying Islands,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,plant,UMI
546,136,United States Minor Outlying Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,UMI
547,163,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MDV
548,137,Vanuatu,1,0,1,0,0,1,2,23,114,139,3,135,"1,804",96,"2,178",animal,VUT
549,137,Vanuatu,0,0,0,0,0,0,1,4,5,10,1,9,159,2,181,plant,VUT
550,137,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,VUT
551,200,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MLI
552,138,Wallis and Futuna,0,0,0,0,0,0,2,13,78,93,0,94,"1,201",50,"1,438",animal,WLF
553,138,Wallis and Futuna,0,0,0,0,0,0,0,0,1,1,0,1,55,0,57,plant,WLF
554,138,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,WLF
555,72,Malta,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,fungus,MLT
556,139,Argentina,3,3,6,6,0,12,41,69,118,228,0,127,"2,211",178,"2,750",animal,ARG
557,139,Argentina,0,1,1,0,0,1,7,21,44,72,0,23,777,22,895,plant,ARG
558,120,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MHL
559,139,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ARG
632,158,Disputed Territory,0,0,0,0,0,0,1,5,14,20,0,5,"1,086",34,"1,145",animal,None
633,158,Disputed Territory,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,plant,None
562,21,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MTQ
634,158,Disputed Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,None
564,141,Brazil,11,2,13,11,0,24,105,144,287,536,9,230,"4,768",700,"6,256",animal,BRA
565,141,Brazil,5,3,8,7,2,17,184,431,353,968,22,164,"3,774",247,"5,183",plant,BRA
566,201,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,MRT
567,141,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BRA
568,142,Chile,1,0,1,3,0,4,25,62,81,168,0,84,"1,302",201,"1,756",animal,CHL
569,142,Chile,1,3,4,0,0,4,23,30,33,86,1,18,242,7,358,plant,CHL
570,202,Mauritius,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,fungus,MUS
571,142,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CHL
572,143,Colombia,1,0,1,40,2,43,126,227,361,714,2,259,"5,283",586,"6,845",animal,COL
573,143,Colombia,2,4,6,1,1,8,169,299,245,713,3,131,"3,317",98,"4,268",plant,COL
574,203,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MYT
575,143,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,COL
576,144,Ecuador,3,6,9,48,0,57,271,743,955,"1,969",1,279,"2,130",336,"4,724",plant,ECU
577,144,Ecuador,8,0,8,41,0,49,112,164,296,572,2,207,"3,527",371,"4,687",animal,ECU
578,144,Ecuador,0,0,0,4,0,4,4,1,1,6,0,0,0,9,15,chromist,ECU
579,95,Mexico,0,0,0,0,0,0,1,1,4,6,0,3,19,1,29,fungus,MEX
580,145,Falkland Islands (Malvinas),1,0,1,0,0,1,0,8,11,19,0,10,281,17,328,animal,FLK
581,145,Falkland Islands (Malvinas),0,0,0,0,0,0,0,5,0,5,0,1,20,1,27,plant,FLK
582,121,"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,FSM
583,145,Falkland Islands (Malvinas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,FLK
584,146,French Guiana,0,0,0,0,0,0,13,16,45,74,1,46,"2,081",93,"2,295",animal,GUF
585,146,French Guiana,0,0,0,0,0,0,4,3,13,20,1,4,"1,224",16,"1,265",plant,GUF
432,108,Moldova,1,0,1,0,0,1,6,5,22,33,0,33,442,6,515,animal,MDA
587,146,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GUF
588,147,Guyana,0,0,0,0,0,0,14,28,61,103,2,57,"2,281",109,"2,552",animal,GUY
589,147,Guyana,0,0,0,0,0,0,3,9,23,35,1,11,"1,452",22,"1,521",plant,GUY
590,73,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MCO
591,147,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GUY
592,148,Paraguay,0,3,3,2,0,5,7,12,30,49,0,61,"1,106",38,"1,257",animal,PRY
593,148,Paraguay,0,0,0,0,0,0,3,6,11,20,0,10,564,11,605,plant,PRY
594,40,Mongolia,0,0,0,0,0,0,0,1,3,4,0,0,6,1,11,fungus,MNG
595,148,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PRY
596,149,Peru,1,0,1,10,0,11,58,155,209,422,2,204,"3,891",474,"4,994",animal,PER
597,149,Peru,1,3,4,0,0,4,40,132,300,472,4,72,"2,355",124,"3,031",plant,PER
598,74,Montenegro,0,0,0,0,0,0,0,0,4,4,0,2,3,0,9,fungus,MNE
599,149,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PER
600,150,Suriname,0,0,0,0,0,0,10,17,45,72,0,53,"2,141",95,"2,361",animal,SUR
601,150,Suriname,0,0,0,0,0,0,1,3,25,29,0,5,"1,175",13,"1,222",plant,SUR
602,150,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SUR
603,22,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MSR
604,151,Uruguay,2,0,2,2,0,4,21,30,60,111,0,51,988,64,"1,216",animal,URY
605,151,Uruguay,0,0,0,0,0,0,4,5,13,22,0,2,254,6,284,plant,URY
606,101,Morocco,0,0,0,0,0,0,0,1,4,5,0,2,4,0,11,fungus,MAR
607,151,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,URY
608,152,"Venezuela, Bolivarian Republic of",1,0,1,11,0,12,58,108,170,336,1,168,"3,758",316,"4,580",animal,VEN
609,152,"Venezuela, Bolivarian Republic of",0,0,0,1,0,1,29,45,94,168,1,75,"2,470",142,"2,856",plant,VEN
610,204,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MOZ
611,152,"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,VEN
612,153,Bangladesh,0,1,1,0,0,1,31,54,76,161,0,78,"1,617",107,"1,964",animal,BGD
613,153,Bangladesh,0,0,0,0,0,0,5,9,15,29,0,11,578,14,632,plant,BGD
614,153,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BGD
615,164,Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MMR
616,154,Bhutan,0,0,0,0,0,0,7,17,34,58,0,40,714,6,818,animal,BTN
617,154,Bhutan,1,0,1,1,0,2,13,19,16,48,0,15,577,31,672,plant,BTN
618,205,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,NAM
619,154,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BTN
620,155,British Indian Ocean Territory,0,0,0,0,0,0,3,14,78,95,2,103,"1,063",46,"1,309",animal,IOT
621,155,British Indian Ocean Territory,0,0,0,0,0,0,0,0,0,0,0,1,19,0,20,plant,IOT
622,155,British Indian Ocean Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,IOT
623,122,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,NRU
624,156,Brunei Darussalam,0,0,0,0,0,0,13,42,84,139,0,126,"1,588",87,"1,940",animal,BRN
625,156,Brunei Darussalam,0,0,0,0,0,0,10,47,113,170,3,80,411,10,674,plant,BRN
626,156,Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BRN
627,165,Nepal,0,0,0,0,0,0,0,0,2,2,0,0,3,0,5,fungus,NPL
628,157,Cambodia,0,0,0,1,0,1,35,60,160,255,0,169,"2,157",187,"2,768",animal,KHM
629,157,Cambodia,0,0,0,0,0,0,3,19,20,42,0,19,578,19,658,plant,KHM
630,157,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,KHM
631,75,Netherlands,0,0,0,0,0,0,0,2,24,26,0,9,35,0,70,fungus,NLD
433,108,Moldova,0,0,0,0,0,0,0,0,2,2,0,4,208,13,227,plant,MDA
435,108,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MDA
586,108,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,MDA
635,123,New Caledonia,0,0,0,0,0,0,1,3,0,4,0,1,0,1,6,fungus,NCL
636,159,India,0,0,0,7,0,7,94,230,398,722,2,331,"4,332",868,"6,255",animal,IND
637,159,India,2,2,4,1,0,5,93,197,159,449,1,66,"1,617",98,"2,235",plant,IND
638,124,New Zealand,0,0,0,0,0,0,2,9,2,13,0,4,13,10,40,fungus,NZL
639,159,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,IND
640,160,Indonesia,3,0,3,23,3,29,185,323,654,"1,162",4,640,"6,307","1,392","9,508",animal,IDN
641,160,Indonesia,1,2,3,22,0,25,144,241,378,763,4,208,"2,023",267,"3,268",plant,IDN
642,96,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,NIC
643,160,Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,IDN
644,161,Lao People's Democratic Republic,1,0,1,2,0,3,34,58,101,193,0,95,"1,530",223,"2,042",animal,LAO
645,161,Lao People's Democratic Republic,0,0,0,0,0,0,5,30,32,67,0,19,714,39,839,plant,LAO
646,206,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,NER
647,161,Lao People's Democratic Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,LAO
648,162,Malaysia,1,0,1,14,0,15,96,183,434,713,3,442,"4,168",504,"5,831",animal,MYS
649,162,Malaysia,1,1,2,21,2,25,183,295,684,"1,162",98,213,"1,622",120,"3,217",plant,MYS
650,207,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,NGA
651,162,Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MYS
652,163,Maldives,0,0,0,0,0,0,6,22,59,87,2,94,"1,347",70,"1,600",animal,MDV
653,163,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,51,0,51,plant,MDV
654,163,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MDV
655,125,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,NIU
656,164,Myanmar,0,0,0,1,0,1,38,85,177,300,3,258,"3,226",434,"4,221",animal,MMR
657,164,Myanmar,0,0,0,3,0,3,14,42,33,89,0,39,"1,134",46,"1,308",plant,MMR
658,164,Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MMR
659,126,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,NFK
660,165,Nepal,0,0,0,0,0,0,14,25,54,93,0,66,"1,271",65,"1,495",animal,NPL
661,165,Nepal,0,0,0,0,0,0,2,9,11,22,0,5,693,15,735,plant,NPL
662,76,North Macedonia,0,0,0,0,0,0,0,2,5,7,0,2,3,0,12,fungus,MKD
663,165,Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NPL
664,166,Philippines,15,0,15,3,0,18,54,184,409,647,5,352,"3,652",597,"5,268",animal,PHL
665,166,Philippines,0,0,0,6,0,6,205,236,160,601,3,95,961,48,"1,708",plant,PHL
666,127,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MNP
667,166,Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PHL
668,167,Singapore,1,0,1,1,0,2,21,49,208,278,3,229,"1,853",154,"2,518",animal,SGP
669,167,Singapore,0,0,0,0,0,0,11,17,41,69,8,32,428,9,546,plant,SGP
670,77,Norway,0,0,0,0,0,0,2,6,34,42,0,19,40,1,102,fungus,NOR
671,167,Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SGP
672,168,Sri Lanka,18,0,18,9,0,27,88,134,155,377,2,177,"2,044",165,"2,783",animal,LKA
673,168,Sri Lanka,1,1,2,1,0,3,83,79,136,298,3,9,630,6,948,plant,LKA
674,238,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,OMN
675,168,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,LKA
676,169,Thailand,2,0,2,5,0,7,58,122,341,521,2,366,"3,974",528,"5,393",animal,THA
677,169,Thailand,0,0,0,0,0,0,18,80,98,196,2,68,"1,353",94,"1,713",plant,THA
678,239,Pakistan,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,fungus,PAK
679,169,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,THA
680,170,Timor-Leste,0,0,0,0,0,0,8,16,20,44,0,36,"1,393",59,"1,532",animal,TLS
681,170,Timor-Leste,0,0,0,0,0,0,1,3,1,5,0,2,194,2,203,plant,TLS
682,170,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TLS
683,128,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,PLW
684,171,Viet Nam,1,0,1,9,0,10,74,151,280,505,2,253,"3,392",640,"4,793",animal,VNM
685,171,Viet Nam,0,1,1,2,1,4,64,100,114,278,1,55,"1,305",99,"1,739",plant,VNM
686,240,"Palestine, State of",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,PSE
687,171,Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,VNM
688,172,Angola,0,0,0,0,0,0,16,44,78,138,0,66,"2,655",228,"3,087",animal,AGO
689,172,Angola,0,0,0,1,0,1,2,10,37,49,0,20,"1,273",63,"1,405",plant,AGO
690,172,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,AGO
691,97,Panama,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,fungus,PAN
692,173,Benin,0,0,0,0,0,0,15,26,51,92,0,48,"1,748",107,"1,995",animal,BEN
693,173,Benin,0,0,0,0,0,0,0,4,14,18,0,7,833,1,859,plant,BEN
694,129,Papua New Guinea,0,0,0,0,0,0,0,3,0,3,0,0,1,1,5,fungus,PNG
695,173,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BEN
696,174,Botswana,0,0,0,0,0,0,4,11,17,32,0,27,"1,111",9,"1,179",animal,BWA
697,174,Botswana,0,0,0,0,0,0,0,1,2,3,0,2,606,9,620,plant,BWA
698,174,Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BWA
699,148,Paraguay,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,fungus,PRY
700,175,Burkina Faso,0,1,1,0,0,1,7,11,12,30,0,18,817,9,875,animal,BFA
701,175,Burkina Faso,0,0,0,0,0,0,0,2,3,5,0,3,604,3,615,plant,BFA
702,175,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BFA
703,149,Peru,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,fungus,PER
704,176,Burundi,0,0,0,0,0,0,6,19,32,57,0,38,"1,072",36,"1,203",animal,BDI
705,176,Burundi,0,0,0,16,1,17,22,63,49,134,1,18,674,9,836,plant,BDI
706,176,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BDI
707,166,Philippines,0,0,0,0,0,0,0,1,0,1,0,0,2,0,3,fungus,PHL
708,177,Cabo Verde,1,0,1,0,0,1,9,22,39,70,0,30,905,95,"1,101",animal,CPV
709,177,Cabo Verde,2,0,2,0,0,2,17,27,7,51,0,7,80,9,149,plant,CPV
710,130,Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,PCN
711,177,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CPV
712,178,Cameroon,0,0,0,6,0,6,67,117,118,302,0,78,"2,704",209,"3,293",animal,CMR
713,178,Cameroon,1,0,1,8,1,10,138,225,326,689,2,76,"1,461",32,"2,261",plant,CMR
714,178,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CMR
715,78,Poland,0,0,0,0,0,0,0,4,24,28,0,18,32,2,80,fungus,POL
716,179,Central African Republic,0,0,0,0,0,0,9,13,24,46,0,27,"1,408",50,"1,531",animal,CAF
717,179,Central African Republic,0,0,0,0,0,0,2,13,22,37,1,10,968,7,"1,023",plant,CAF
718,179,Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CAF
719,79,Portugal,0,0,0,0,0,0,1,4,5,10,0,5,26,0,41,fungus,PRT
720,180,Chad,0,1,1,1,0,2,11,11,23,45,0,20,860,13,939,animal,TCD
721,180,Chad,0,0,0,0,0,0,1,2,4,7,0,2,567,4,580,plant,TCD
722,23,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,PRI
723,180,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TCD
724,181,Comoros,0,0,0,1,0,1,7,29,87,123,0,112,"1,344",77,"1,656",animal,COM
725,181,Comoros,0,0,0,0,0,0,2,5,5,12,0,0,143,0,155,plant,COM
726,181,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,COM
727,241,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,QAT
728,182,Congo,0,0,0,0,0,0,10,25,67,102,0,50,"2,038",142,"2,332",animal,COG
729,182,Congo,0,0,0,0,0,0,1,19,48,68,1,15,977,5,"1,066",plant,COG
730,182,Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,COG
731,208,Réunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,REU
732,183,"Congo, The Democratic Republic of the",0,0,0,4,0,4,31,84,152,267,0,98,"3,700",423,"4,488",animal,COD
733,183,"Congo, The Democratic Republic of the",2,0,2,4,0,6,16,86,143,245,3,50,"1,636",43,"1,979",plant,COD
734,80,Romania,0,0,0,0,0,0,0,1,7,8,0,3,16,0,27,fungus,ROU
735,183,"Congo, The Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,COD
736,184,Côte d'Ivoire,0,0,0,2,0,2,19,49,84,152,0,80,"2,075",138,"2,445",animal,CIV
737,184,Côte d'Ivoire,2,0,2,1,0,3,5,30,104,139,1,36,"1,075",10,"1,263",plant,CIV
738,184,Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CIV
739,109,Russian Federation,0,0,0,0,0,0,0,4,33,37,0,23,45,4,109,fungus,RUS
740,185,Djibouti,0,0,0,0,0,0,11,18,86,115,0,119,"1,463",112,"1,809",animal,DJI
741,185,Djibouti,0,0,0,0,0,0,0,2,1,3,0,0,121,0,124,plant,DJI
742,185,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,DJI
743,209,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,RWA
744,186,Equatorial Guinea,0,0,0,0,0,0,16,35,57,108,0,42,"1,593",113,"1,856",animal,GNQ
745,186,Equatorial Guinea,0,0,0,0,0,0,2,38,78,118,0,31,628,8,785,plant,GNQ
746,186,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GNQ
747,24,Saint Barthélemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,BLM
748,187,Eritrea,0,0,0,0,0,0,16,27,104,147,0,134,"1,607",118,"2,006",animal,ERI
749,187,Eritrea,0,0,0,0,0,0,0,2,4,6,0,6,262,2,276,plant,ERI
