,Unnamed: 0,Name,EX,EW,Subtotal (EX+EW),CR(PE),CR(PEW),Subtotal (EX+EW+ CR(PE)+CR(PEW)),CR,EN,VU,Subtotal (threatened spp.),LR/cd,NT or LR/nt,LC or LR/lc,DD,Total,species,CODE
750,187,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ERI
751,210,"Saint Helena, Ascension and Tristan da Cunha",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,fungus,SHN
752,188,Eswatini,0,0,0,0,0,0,4,10,17,31,0,20,883,6,940,animal,SWZ
753,188,Eswatini,0,1,1,0,0,1,2,4,9,15,0,5,517,4,542,plant,SWZ
754,188,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SWZ
755,25,Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,KNA
756,189,Ethiopia,0,0,0,2,0,2,17,41,60,118,0,44,"1,402",63,"1,627",animal,ETH
757,189,Ethiopia,0,0,0,3,0,3,10,26,29,65,1,29,895,19,"1,009",plant,ETH
758,189,Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ETH
759,26,Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,LCA
760,190,Gabon,0,0,0,0,0,0,12,37,69,118,0,50,"2,078",165,"2,411",animal,GAB
761,190,Gabon,0,0,0,6,0,6,50,104,160,314,1,45,"1,026",16,"1,402",plant,GAB
762,190,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GAB
763,27,Saint Martin (French part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,MAF
764,191,Gambia,0,0,0,0,0,0,16,23,50,89,0,48,"1,551",112,"1,800",animal,GMB
765,191,Gambia,0,0,0,0,0,0,0,1,7,8,0,2,365,1,376,plant,GMB
766,191,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GMB
767,105,Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SPM
768,192,Ghana,0,0,0,2,0,2,27,35,79,141,0,76,"2,157",132,"2,506",animal,GHA
769,192,Ghana,0,0,0,0,0,0,3,31,93,127,1,24,"1,048",7,"1,207",plant,GHA
770,192,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GHA
771,28,Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,VCT
772,193,Guinea,0,0,0,1,0,1,21,58,101,180,0,75,"2,061",148,"2,464",animal,GIN
773,193,Guinea,0,0,0,14,0,14,32,87,75,194,1,31,909,13,"1,148",plant,GIN
774,193,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GIN
775,131,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,WSM
776,194,Guinea-Bissau,0,0,0,0,0,0,13,22,50,85,0,45,"1,522",111,"1,763",animal,GNB
777,194,Guinea-Bissau,0,0,0,0,0,0,1,1,10,12,0,8,524,2,546,plant,GNB
778,194,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GNB
779,81,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SMR
780,195,Kenya,2,0,2,18,0,20,56,70,160,286,2,181,"3,388",243,"4,102",animal,KEN
781,195,Kenya,0,0,0,2,0,2,29,127,169,325,1,75,"1,291",22,"1,714",plant,KEN
782,211,Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,STP
783,195,Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,KEN
784,196,Lesotho,0,0,0,0,0,0,0,8,8,16,0,19,423,3,461,animal,LSO
785,196,Lesotho,0,0,0,0,0,0,0,2,3,5,0,1,185,1,192,plant,LSO
786,196,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,LSO
787,242,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,SAU
788,197,Liberia,0,0,0,2,0,2,22,43,74,139,0,68,"1,809",128,"2,144",animal,LBR
789,197,Liberia,0,0,0,1,0,1,5,29,68,102,0,20,724,4,850,plant,LBR
790,197,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,LBR
791,212,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SEN
792,198,Madagascar,0,1,1,101,7,109,499,"1,343",852,"2,694",0,212,"1,455",85,"4,447",plant,MDG
793,198,Madagascar,13,0,13,9,0,22,150,318,321,789,2,284,"2,391",433,"3,912",animal,MDG
794,198,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MDG
795,82,Serbia,0,0,0,0,0,0,0,0,7,7,0,5,23,0,35,fungus,SRB
796,199,Malawi,1,0,1,5,0,6,28,28,35,91,0,66,"1,569",59,"1,786",animal,MWI
797,199,Malawi,0,0,0,0,0,0,1,21,24,46,1,11,"1,008",24,"1,090",plant,MWI
798,199,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MWI
799,213,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SYC
800,200,Mali,0,1,1,0,0,1,7,12,24,43,0,21,986,13,"1,064",animal,MLI
801,200,Mali,0,0,0,0,0,0,3,14,11,28,0,9,642,12,691,plant,MLI
802,200,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MLI
803,214,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SLE
804,201,Mauritania,0,1,1,0,0,1,15,28,61,104,0,52,"1,449",119,"1,725",animal,MRT
805,201,Mauritania,0,0,0,0,0,0,0,0,0,0,0,2,234,0,236,plant,MRT
806,167,Singapore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,SGP
807,201,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MRT
808,202,Mauritius,44,0,44,1,0,45,19,43,124,186,2,117,"1,485",139,"1,973",animal,MUS
809,202,Mauritius,1,0,1,0,0,1,64,17,11,92,0,0,154,1,248,plant,MUS
810,29,Sint Maarten (Dutch part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SXM
811,202,Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MUS
812,203,Mayotte,5,0,5,0,0,5,2,18,83,103,0,110,"1,208",59,"1,485",animal,MYT
813,203,Mayotte,0,0,0,0,0,0,0,6,4,10,0,0,78,0,88,plant,MYT
814,203,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MYT
815,83,Slovakia,0,0,0,0,0,0,0,4,28,32,0,12,35,2,81,fungus,SVK
816,204,Mozambique,1,0,1,2,0,3,22,63,151,236,2,187,"3,344",223,"3,993",animal,MOZ
817,204,Mozambique,0,0,0,1,0,1,22,99,133,254,0,42,"1,261",50,"1,607",plant,MOZ
818,204,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,MOZ
819,84,Slovenia,0,0,0,0,0,0,0,1,19,20,0,11,36,0,67,fungus,SVN
820,205,Namibia,1,0,1,0,0,1,10,33,55,98,0,53,"1,930",96,"2,178",animal,NAM
821,205,Namibia,0,0,0,1,0,1,3,4,24,31,0,12,694,11,748,plant,NAM
822,132,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SLB
823,205,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NAM
824,206,Niger,0,1,1,0,0,1,6,11,20,37,0,19,733,7,797,animal,NER
825,206,Niger,0,0,0,0,0,0,0,1,3,4,0,2,386,3,395,plant,NER
826,206,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NER
827,215,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SOM
828,207,Nigeria,0,1,1,3,0,4,28,61,89,178,0,74,"2,500",152,"2,905",animal,NGA
829,207,Nigeria,0,0,0,1,0,1,19,51,152,222,2,34,"1,343",12,"1,613",plant,NGA
830,216,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,fungus,ZAF
831,207,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,NGA
832,208,Réunion,20,0,20,1,0,21,10,26,94,130,0,100,"1,303",94,"1,647",animal,REU
833,208,Réunion,0,0,0,0,0,0,9,8,4,21,0,1,100,2,124,plant,REU
834,208,Réunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,REU
835,4,South Georgia and the South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SGS
836,209,Rwanda,1,0,1,0,0,1,11,16,31,58,0,32,"1,029",19,"1,139",animal,RWA
837,209,Rwanda,0,1,1,3,0,4,4,52,56,112,1,17,670,7,808,plant,RWA
838,209,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,RWA
839,217,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SSD
840,210,"Saint Helena, Ascension and Tristan da Cunha",28,0,28,13,0,41,46,58,39,143,0,17,611,52,851,animal,SHN
841,210,"Saint Helena, Ascension and Tristan da Cunha",8,2,10,0,0,10,27,6,11,44,0,1,26,5,86,plant,SHN
842,85,Spain,0,0,0,0,0,0,0,4,38,42,0,14,43,2,101,fungus,ESP
843,210,"Saint Helena, Ascension and Tristan da Cunha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SHN
844,211,Sao Tome and Principe,0,0,0,0,0,0,9,21,31,61,0,17,741,97,916,animal,STP
845,211,Sao Tome and Principe,2,0,2,0,0,2,1,21,32,54,0,13,166,0,235,plant,STP
846,211,Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,STP
847,168,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,LKA
848,212,Senegal,0,1,1,0,0,1,19,42,73,134,0,64,"1,885",152,"2,236",animal,SEN
849,212,Senegal,2,0,2,0,0,2,1,9,14,24,0,9,737,7,779,plant,SEN
850,212,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SEN
851,218,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,SDN
852,213,Seychelles,20,0,20,29,0,49,86,158,152,396,2,125,"1,623",114,"2,280",animal,SYC
853,213,Seychelles,2,0,2,0,0,2,17,13,31,61,0,8,116,0,187,plant,SYC
854,213,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SYC
855,150,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,SUR
856,214,Sierra Leone,0,0,0,1,0,1,20,39,72,131,0,67,"1,867",140,"2,205",animal,SLE
857,214,Sierra Leone,1,0,1,1,0,2,8,37,77,122,1,26,811,9,970,plant,SLE
858,214,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SLE
859,86,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fungus,SJM
860,215,Somalia,0,0,0,1,0,1,16,35,108,159,0,144,"2,307",188,"2,798",animal,SOM
861,215,Somalia,0,0,0,0,0,0,3,23,30,56,0,44,419,12,531,plant,SOM
862,215,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SOM
863,87,Sweden,0,0,0,0,0,0,1,5,39,45,0,25,41,1,112,fungus,SWE
864,216,South Africa,6,0,6,6,0,12,85,178,213,476,2,189,"3,720",340,"4,733",animal,ZAF
865,216,South Africa,2,3,5,7,3,15,63,115,136,314,2,121,"1,361",38,"1,841",plant,ZAF
866,88,Switzerland,0,0,0,0,0,0,1,5,34,40,0,19,34,1,94,fungus,CHE
867,216,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ZAF
868,217,South Sudan,0,0,0,0,0,0,6,16,22,44,0,20,"1,117",21,"1,202",animal,SSD
869,217,South Sudan,0,0,0,0,0,0,0,4,14,18,1,7,622,2,650,plant,SSD
870,217,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SSD
871,243,Syrian Arab Republic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,SYR
872,218,Sudan,0,1,1,0,0,1,18,28,100,146,0,130,"2,161",135,"2,573",animal,SDN
873,218,Sudan,0,0,0,0,0,0,1,3,15,19,1,5,661,4,690,plant,SDN
874,41,"Taiwan, Province of China",0,0,0,0,0,0,0,1,1,2,0,1,8,0,11,fungus,TWN
875,218,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SDN
876,219,"Tanzania, United Republic of",2,1,3,61,1,65,128,158,261,547,0,221,"3,994",351,"5,116",animal,TZA
877,219,"Tanzania, United Republic of",0,0,0,40,1,41,109,404,350,863,2,102,"1,744",63,"2,774",plant,TZA
878,219,"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TZA
879,244,Tajikistan,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,fungus,TJK
880,220,Togo,0,0,0,1,0,1,18,20,48,86,0,45,"1,764",105,"2,000",animal,TGO
881,220,Togo,0,0,0,0,0,0,0,3,11,14,0,6,722,1,743,plant,TGO
882,219,"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,TZA
883,220,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TGO
884,221,Uganda,0,0,0,28,0,28,49,39,73,161,0,58,"1,874",125,"2,218",animal,UGA
885,221,Uganda,0,0,0,3,0,3,8,34,66,108,1,26,"1,145",13,"1,293",plant,UGA
886,221,Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,UGA
887,169,Thailand,0,0,0,0,0,0,0,1,0,1,0,0,3,0,4,fungus,THA
888,222,Zambia,0,0,0,0,0,0,10,26,40,76,0,40,"1,868",71,"2,055",animal,ZMB
889,222,Zambia,0,0,0,0,0,0,3,15,18,36,0,19,"1,125",35,"1,215",plant,ZMB
890,170,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,TLS
891,222,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ZMB
892,223,Zimbabwe,0,0,0,1,0,1,9,15,27,51,0,32,"1,424",26,"1,533",animal,ZWE
893,223,Zimbabwe,0,0,0,0,2,2,2,21,50,73,0,21,"1,116",19,"1,229",plant,ZWE
894,223,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ZWE
895,220,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,TGO
896,224,Afghanistan,0,0,0,0,0,0,4,9,24,37,0,27,590,21,675,animal,AFG
897,224,Afghanistan,0,0,0,0,0,0,1,4,3,8,0,6,324,13,351,plant,AFG
898,133,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,TKL
899,224,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,AFG
900,225,Armenia,0,0,0,0,0,0,7,8,26,41,0,38,471,18,568,animal,ARM
901,225,Armenia,0,0,0,0,0,0,18,43,15,76,0,12,245,36,369,plant,ARM
902,134,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,TON
903,225,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ARM
904,226,Azerbaijan,0,1,1,2,0,3,13,10,31,54,0,41,583,45,724,animal,AZE
905,226,Azerbaijan,0,0,0,0,0,0,7,18,21,46,0,18,262,25,351,plant,AZE
906,30,Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,TTO
907,226,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,AZE
908,227,Bahrain,0,0,0,0,0,0,10,10,30,50,0,53,642,31,776,animal,BHR
909,227,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,plant,BHR
910,227,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,BHR
911,102,Tunisia,0,0,0,0,0,0,0,1,1,2,0,0,2,0,4,fungus,TUN
912,228,Cyprus,0,0,0,1,0,1,10,21,35,66,0,37,650,66,819,animal,CYP
913,228,Cyprus,0,0,0,0,0,0,7,5,11,23,0,10,230,11,274,plant,CYP
914,245,Turkey,0,0,0,0,0,0,0,0,7,7,0,3,8,0,18,fungus,TUR
915,228,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,CYP
916,229,Georgia,0,0,0,0,0,0,7,10,39,56,0,47,601,24,728,animal,GEO
917,229,Georgia,0,0,0,0,0,0,9,17,39,65,0,13,319,27,424,plant,GEO
918,246,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,fungus,TKM
919,229,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,GEO
920,230,"Iran, Islamic Republic of",0,1,1,1,0,2,23,40,94,157,0,98,"1,698",163,"2,117",animal,IRN
921,230,"Iran, Islamic Republic of",0,0,0,0,0,0,2,7,4,13,0,12,420,30,475,plant,IRN
922,31,Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,TCA
923,230,"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,IRN
924,231,Iraq,0,0,0,1,0,1,12,16,53,81,0,71,935,48,"1,135",animal,IRQ
925,231,Iraq,0,0,0,0,0,0,0,3,1,4,0,6,252,16,278,plant,IRQ
926,135,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,TUV
927,231,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,IRQ
928,232,Israel,4,0,4,0,0,4,23,46,122,191,0,135,"1,601",154,"2,085",animal,ISR
929,232,Israel,0,0,0,0,0,0,3,23,13,39,0,9,282,9,339,plant,ISR
930,221,Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,UGA
931,232,Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ISR
932,233,Jordan,0,0,0,0,0,0,4,26,88,118,0,118,"1,253",97,"1,586",animal,JOR
933,233,Jordan,0,0,0,0,0,0,0,5,3,8,0,4,191,7,210,plant,JOR
934,233,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,JOR
935,110,Ukraine,0,0,0,0,0,0,0,2,10,12,0,5,18,1,36,fungus,UKR
936,234,Kazakhstan,1,1,2,2,0,4,15,19,44,78,0,38,760,60,938,animal,KAZ
937,234,Kazakhstan,0,0,0,0,0,0,5,5,3,13,0,2,304,26,345,plant,KAZ
938,247,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,ARE
939,234,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,KAZ
940,235,Kuwait,1,0,1,0,0,1,8,13,39,60,0,55,753,35,904,animal,KWT
941,235,Kuwait,0,0,0,0,0,0,0,0,0,0,0,1,29,0,30,plant,KWT
942,89,United Kingdom,0,0,0,0,0,0,1,2,34,37,0,10,40,0,87,fungus,GBR
943,235,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,KWT
944,236,Kyrgyzstan,0,0,0,0,0,0,1,12,26,39,0,24,461,14,538,animal,KGZ
945,236,Kyrgyzstan,0,0,0,0,0,0,6,4,2,12,0,2,187,21,222,plant,KGZ
946,106,United States,0,0,0,1,0,1,12,30,30,72,0,19,43,6,140,fungus,USA
947,236,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,KGZ
948,237,Lebanon,0,0,0,0,0,0,9,27,47,83,0,40,722,69,914,animal,LBN
949,237,Lebanon,0,0,0,5,0,5,17,61,22,100,0,11,315,19,445,plant,LBN
950,237,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,LBN
951,136,United States Minor Outlying Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,UMI
952,238,Oman,0,0,0,1,0,1,13,34,70,117,0,94,"1,581",129,"1,921",animal,OMN
953,238,Oman,0,0,0,0,0,0,0,1,5,6,0,5,154,1,166,plant,OMN
954,238,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,OMN
955,151,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,fungus,URY
956,239,Pakistan,0,0,0,1,0,1,20,46,89,155,0,97,"1,667",96,"2,015",animal,PAK
957,239,Pakistan,0,0,0,0,0,0,4,6,7,17,0,7,480,20,524,plant,PAK
958,248,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,fungus,UZB
959,239,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PAK
960,240,"Palestine, State of",0,0,0,0,0,0,4,13,17,34,0,22,366,21,443,animal,PSE
961,240,"Palestine, State of",0,0,0,0,0,0,1,6,4,11,0,6,224,5,246,plant,PSE
962,137,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,VUT
963,240,"Palestine, State of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,PSE
964,241,Qatar,0,0,0,0,0,0,11,10,36,57,0,54,666,25,802,animal,QAT
965,241,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,plant,QAT
966,152,"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,1,1,0,0,4,0,5,fungus,VEN
967,241,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,QAT
968,242,Saudi Arabia,1,0,1,0,0,1,13,34,106,153,2,139,"1,602",151,"2,048",animal,SAU
969,242,Saudi Arabia,0,0,0,0,0,0,0,3,1,4,0,0,259,0,263,plant,SAU
970,171,Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,VNM
971,242,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SAU
972,243,Syrian Arab Republic,1,0,1,6,0,7,18,37,65,120,0,51,857,90,"1,119",animal,SYR
973,243,Syrian Arab Republic,0,0,0,0,0,0,5,25,14,44,0,14,307,28,393,plant,SYR
974,32,"Virgin Islands, British",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,VGB
975,243,Syrian Arab Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,SYR
976,244,Tajikistan,0,0,0,1,0,1,3,9,24,36,0,21,460,26,543,animal,TJK
977,244,Tajikistan,0,0,0,0,0,0,6,3,2,11,0,2,190,19,222,plant,TJK
978,33,"Virgin Islands, U.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,VIR
979,244,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TJK
980,245,Turkey,4,0,4,12,0,16,69,108,124,301,0,104,"1,295",196,"1,900",animal,TUR
981,245,Turkey,0,0,0,0,0,0,67,42,23,132,0,31,651,71,885,plant,TUR
982,138,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,WLF
983,245,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TUR
984,246,Turkmenistan,0,1,1,1,0,2,11,14,30,55,0,29,573,44,702,animal,TKM
985,246,Turkmenistan,0,0,0,0,0,0,0,2,2,4,0,3,180,11,198,plant,TKM
986,103,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,ESH
987,246,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,TKM
988,247,United Arab Emirates,0,0,0,0,0,0,10,25,45,80,0,57,"1,072",58,"1,267",animal,ARE
989,247,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,plant,ARE
990,247,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,ARE
991,249,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,YEM
992,248,Uzbekistan,0,0,0,2,0,2,9,10,28,47,0,28,505,22,602,animal,UZB
993,248,Uzbekistan,0,0,0,0,0,0,4,7,3,14,0,1,198,16,229,plant,UZB
994,222,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fungus,ZMB
995,248,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,UZB
996,249,Yemen,2,0,2,1,0,3,11,34,118,163,0,154,"1,909",185,"2,413",animal,YEM
997,249,Yemen,3,0,3,0,0,3,6,28,129,163,0,23,426,32,647,plant,YEM
998,223,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fungus,ZWE
999,249,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chromist,YEM
